Condition,Distance_km,Frequency_GHz,Bandwidth_MHz,Modulation,TxPower_dBm,Gain_dBi,RSSI_dBm,SNR_dB,BER,Availability_percent,Etat
Vent_fort,17.23,38,28,256-QAM,21.49,28.77,12.44,18.31,0.000872951969164772,99.73,Dégradé
Vent_fort,43.53,23,112,BPSK,26.27,32.02,-32.99,0,0.079796050453774,99.77,KO
Vent_fort,18.15,18,14,64-QAM,23.52,25.4,-0.2,6.51,0.0437202565354691,91.06,KO
Vent_fort,10.47,38,56,64-QAM,21.76,26.65,20.16,24.24,9.4508500634804E-07,99.53,OK
Vent_fort,34.67,8,28,8PSK,24.69,36.22,-13.77,0,0.0427115708047578,99.92,KO
Vent_fort,34.48,13,56,8PSK,25.15,30.73,-19.51,0,0.0777241532277824,99.35,KO
Vent_fort,20.65,8,28,8PSK,25.17,34.8,14.37,18.57,0.000733985288638249,99.26,Dégradé
Vent_fort,10.44,6,14,QPSK,22.33,26.23,23.86,32.21,3.67067826071608E-07,99.64,OK
Vent_fort,22.51,38,56,QPSK,26.75,31.86,8.97,13.41,0.000693317491527137,99.85,Dégradé
Vent_fort,24.46,11,28,16-QAM,25.12,37.48,5.17,7.03,0.198478278606969,99.15,KO
Vent_fort,48.67,6,14,BPSK,24.81,36.94,-40.24,0,0.117624088530828,99.21,KO
Vent_fort,47.28,8,224,QPSK,25.47,35.28,-35.44,0,0.0155228081853664,99.65,KO
Vent_fort,29.69,26,56,QPSK,24.76,33.36,-8.49,0,0.0580916165003846,99.99,KO
Vent_fort,40.95,26,28,BPSK,25.27,31.21,-29.91,0,0.0449144633335371,99.48,KO
Vent_fort,48.53,23,56,16-QAM,26.75,31.98,-52.16,0,0.205187710434113,99.17,KO
Vent_fort,26.3,11,112,16-QAM,25.18,37.56,3.61,4.94,0.0564814713322349,99.94,KO
Vent_fort,12.94,8,112,32-QAM,21.89,25.53,14.25,15.22,0.000415555205107535,99.97,Dégradé
Vent_fort,36.87,23,56,BPSK,26.08,33.96,-27.79,0,0.0426198242106104,91.57,KO
Vent_fort,44.84,23,56,QPSK,26.71,37.04,-41.55,0,0.0666095296380439,91.14,KO
Vent_fort,39.8,6,224,8PSK,24.31,31.36,-24.88,0,0.0581731774590454,99.55,KO
Vent_fort,41.91,6,224,BPSK,24.39,39.99,-24.17,0,0.187509572848878,99.23,KO
Vent_fort,47.48,18,112,8PSK,24.37,32.9,-39.92,0,0.0199346237623127,99.74,KO
Vent_fort,11.43,38,14,16-QAM,20.41,25.49,16.63,17.9,0.000975750929317826,99.97,Dégradé
Vent_fort,45.37,4,56,16-QAM,25.3,31.35,-44.69,0,0.0994305089862266,99.37,KO
Vent_fort,9.05,6,112,BPSK,23.05,28.05,21.91,22.09,3.07895932018994E-07,99.61,OK
Vent_fort,38.96,13,28,BPSK,24.2,39.75,-28.25,0,0.218162020955079,99.76,KO
Vent_fort,28.72,26,112,16-QAM,25.82,33.96,-5.85,2.49,0.0613015917985824,99.94,KO
Vent_fort,38.29,8,14,BPSK,25.69,31.85,-27.8,0,0.0854259046498983,99.39,KO
Vent_fort,35.67,13,56,16-QAM,24.73,30.47,-27.68,0,0.0639682023314831,95.38,KO
Vent_fort,4.27,70,112,QPSK,19.14,22,22.92,23.95,1.68673726472187E-07,99.42,OK
Vent_fort,31.17,11,112,8PSK,25.06,30.48,-21.08,0,0.0364063589664219,95.54,KO
Vent_fort,41.53,32,28,QPSK,26.87,35.32,-23.54,0,0.0731498066306284,99.67,KO
Vent_fort,46.74,4,112,QPSK,24.43,38.96,-37.69,0,0.0666407206334526,99.94,KO
Vent_fort,41.02,13,28,8PSK,25.31,30.05,-33.97,0,0.145584336511365,99.69,KO
Vent_fort,31.97,11,56,8PSK,25.69,39.62,-4,0,0.197673840540704,99.8,KO
Vent_fort,41.94,32,112,QPSK,26.33,34.38,-28.59,0,0.0592841965358778,99.75,KO
Vent_fort,18.74,23,112,QPSK,21.87,28.66,3.04,10.92,0.00057316783848782,99.92,Dégradé
Vent_fort,8.04,4,28,16-QAM,22.17,26.47,21.23,22.6,9.45258614845695E-07,97.35,OK
Vent_fort,2.68,8,14,QPSK,18.81,22.39,34.78,37.39,7.31541838545031E-07,99.96,OK
Vent_fort,9.07,26,112,16-QAM,22.14,28.27,18.63,25.77,2.37917422201172E-07,90.22,OK
Vent_fort,45.9,26,56,16-QAM,24.11,30.46,-45.1,0,0.235516686942157,99.51,KO
Vent_fort,9.04,4,56,16-QAM,20.21,26.41,22.91,27.87,8.95796116121972E-07,99.62,OK
Vent_fort,28.19,38,28,BPSK,24.44,37.83,1.32,8.26,0.118738902876424,99.52,KO
Vent_fort,22.45,8,112,BPSK,26.2,37.98,12.64,22.03,7.32820388786541E-08,99.81,OK
Vent_fort,11.56,8,28,32-QAM,20.99,26.36,20.51,28.05,2.95200435548708E-07,99.67,OK
Vent_fort,0.81,11,28,16-QAM,18.29,22.57,26.85,36.39,9.14149806948246E-07,95.82,OK
Vent_fort,17.34,38,224,256-QAM,21.23,29.55,3.11,9.71,0.0464988196397559,95.16,KO
Vent_fort,10.29,38,112,256-QAM,23.35,28.54,27.83,36.74,8.85583491082554E-07,99.93,OK
Vent_fort,10.69,38,56,BPSK,20.48,29.7,27.32,34.88,9.18265618107339E-07,99.72,OK
Vent_fort,43.89,18,56,QPSK,26.99,35.01,-27.57,0,0.0890997738572078,99.94,KO
Vent_fort,24.95,13,28,8PSK,25.74,32.68,6.16,6.36,0.0023791820865273,99.97,KO
Vent_fort,40.4,32,14,BPSK,25.1,37.53,-23.17,0,0.0735392897044591,99.16,KO
Vent_fort,46.22,18,56,8PSK,26.98,30.02,-40.62,0,0.121497353527631,99.12,KO
Vent_fort,0.98,80,28,QPSK,19.24,20.11,30.47,31.84,8.76978229135468E-07,99.92,OK
Vent_fort,14.05,4,14,16-QAM,22.6,29.75,17.3,25.52,8.72857254106656E-07,99.87,OK
Vent_fort,46.05,26,14,8PSK,25.59,36.36,-42.89,0,0.165033050398056,99.73,KO
Vent_fort,13.45,6,28,64-QAM,20.37,28.22,17.42,21.7,4.59538853547836E-09,99.54,OK
Vent_fort,27.68,26,56,8PSK,26.99,38.38,-2.29,0,0.00847084664062931,99.64,KO
Vent_fort,27.74,6,14,16-QAM,25.12,38.67,-7.37,0,0.0603436119497937,90.65,KO
Vent_fort,6.6,26,28,8PSK,21.91,27.28,25.89,34.86,8.45222766227906E-07,99.89,OK
Vent_fort,37.59,38,14,BPSK,25.27,37.03,-24.35,0,0.083401040241155,99.64,KO
Vent_fort,36.68,13,14,QPSK,24.5,38.52,-10.45,0,0.0206600438621292,99.83,KO
Vent_fort,23.64,4,224,16-QAM,25.68,34.34,-2.64,0,0.0707246009071486,90.04,KO
Vent_fort,42.29,23,56,8PSK,24.79,37.81,-27.98,0,0.226260965870306,99.94,KO
Vent_fort,30.57,13,28,QPSK,26.55,39.58,-3.11,0,0.095158355608928,99.92,KO
Vent_fort,7.01,11,112,16-QAM,20.74,28.01,31.3,38.56,9.52069885456513E-07,99.64,OK
Vent_fort,24.17,23,112,BPSK,26.15,39.23,7.5,13.47,0.000292755871201493,99.61,Dégradé
Vent_fort,18.57,38,56,64-QAM,21.21,28.59,9.32,17.68,4.64814419844494E-05,99.8,Dégradé
Vent_fort,41.76,26,224,8PSK,26.26,32.12,-26.84,0,0.0168957456328409,99.65,KO
Vent_fort,10.12,23,14,64-QAM,22.47,25.34,15.23,19.29,0.000984211113496724,97.47,Dégradé
Vent_fort,37.54,38,14,16-QAM,26.67,36.19,-21.43,0,0.139953845242325,99.76,KO
Vent_fort,30.54,38,28,QPSK,25.87,38.92,2.22,9.19,0.0873592180072462,99.94,KO
Vent_fort,19.57,4,224,64-QAM,20.74,29.18,7,8.6,0.0804506619607381,99.84,KO
Vent_fort,11.17,4,14,QPSK,22.63,25.91,21.92,24.58,4.40580891636914E-07,99.85,OK
Vent_fort,2.27,8,56,BPSK,17.2,21.93,24.57,32.57,9.63361390209059E-07,99.62,OK
Vent_fort,8.54,11,56,32-QAM,23.4,29.33,27.84,32.32,2.71309545745742E-07,99.54,OK
Vent_fort,43.7,13,224,16-QAM,26.9,34.46,-30.7,0,0.144960276830063,99.43,KO
Vent_fort,7.43,32,56,256-QAM,23.11,29.09,23.3,30.1,7.28564440543233E-09,94.94,OK
Vent_fort,11.66,13,28,16-QAM,21.51,29.69,21.3,28.16,3.63879552284116E-07,99.03,OK
Vent_fort,19.72,23,28,QPSK,23.37,27.92,2.31,10.33,0.000274018684314777,99.54,Dégradé
Vent_fort,33.21,32,224,QPSK,25.26,37.87,-8.37,0,0.0728845384393278,99.98,KO
Vent_fort,15.1,38,14,256-QAM,20.79,28.06,11.41,18.52,0.00019742602451798,99.84,Dégradé
Vent_fort,4.27,23,28,32-QAM,18.82,23.78,33.15,33.57,5.01584263270266E-07,99.53,OK
Vent_fort,21.96,11,14,16-QAM,24.31,37.69,12.38,14.62,0.00198696549716323,99.22,KO
Vent_fort,25.9,32,14,QPSK,24.36,30.36,-1.95,6.57,0.163218714952731,99.02,KO
Vent_fort,5.91,8,224,BPSK,20.08,25.03,27.23,33.33,6.60725652577135E-07,99.73,OK
Vent_fort,26.21,11,224,BPSK,24.68,38.89,7.66,13,0.00106518428008179,99.27,KO
Vent_fort,3,4,112,256-QAM,19.12,21.38,22.18,30.19,8.81528673058989E-07,93.5,OK
Vent_fort,26.77,4,56,BPSK,24.11,33.21,3.23,3.44,0.0422314010200408,99.72,KO
Vent_fort,39.92,26,224,QPSK,24.74,36.47,-20.68,0,0.0100671675492755,99.76,KO
Vent_fort,17.83,18,224,QPSK,23.43,25.77,-2.38,0.4,0.00609243243019346,93.04,KO
Vent_fort,42.58,26,14,16-QAM,24.81,34.22,-28.92,0,0.287385535435327,99.27,KO
Vent_fort,30.28,11,56,QPSK,26.33,39.29,-0.66,6.57,0.123394171592981,99.72,KO
Vent_fort,7.04,18,14,64-QAM,20.87,27.6,31.41,39.89,2.50047180886497E-08,99.82,OK
Vent_fort,3.61,32,28,16-QAM,19.85,22.84,30.19,38.95,6.83595990427999E-07,99.53,OK
Vent_fort,7.63,18,14,BPSK,23.89,29.22,33.86,40.98,1.88662958705027E-07,99.72,OK
Vent_fort,0.51,6,14,BPSK,17.17,24.69,27.25,27.74,9.45528756430843E-08,99.8,OK
Vent_fort,44.78,6,112,8PSK,24.11,34.18,-44.5,0,0.0369306617743774,99.68,KO
Vent_fort,26.29,18,56,QPSK,24.04,31.59,-6.28,0,0.252148376197612,99.42,KO
Vent_fort,23.24,26,28,BPSK,26.84,36.84,3.14,9.59,0.0782438950009915,99.29,KO
Vent_fort,49.48,11,14,BPSK,24.29,32.95,-53.18,0,0.0247374814450547,94.34,KO
Vent_fort,20.21,11,112,QPSK,26.53,32.18,10.39,18.59,9.15061692138558E-05,99.98,Dégradé
Vent_fort,12.62,23,28,256-QAM,22.7,25.27,16.73,20.26,3.75789231157904E-07,99.79,OK
Vent_fort,35.5,18,112,BPSK,25.05,31.03,-19.47,0,0.0414919675311705,99.9,KO
Vent_fort,41.14,6,14,16-QAM,26.46,30.02,-37.17,0,0.0760353052402694,93.89,KO
Vent_fort,26.65,26,14,QPSK,24.78,30.32,-6.25,0,0.00396058404489051,99.33,KO
Vent_fort,49.17,32,112,16-QAM,26.8,34.01,-53.49,0,0.0346356107029797,91.69,KO
Vent_fort,6,38,224,8PSK,21.3,25.19,30.21,32.63,2.40003775481773E-07,99.51,OK
Vent_fort,39.72,32,56,8PSK,25.07,34.8,-23.99,0,0.0120145168450715,99.3,KO
Vent_fort,47,13,14,16-QAM,24.61,32.76,-50.77,0,0.0126543226409831,97.04,KO
Vent_fort,2.78,23,28,16-QAM,19.55,22.58,33.24,40.78,8.09844504357353E-07,99.97,OK
Vent_fort,40.48,11,56,QPSK,24.06,38.56,-22.96,0,0.118271421452328,99.02,KO
Vent_fort,43.76,26,112,16-QAM,25.9,31.49,-41.34,0,0.0972096333597744,99.07,KO
Vent_fort,37.15,26,28,16-QAM,26.72,35.87,-17.28,0,0.204901316531029,99.51,KO
Vent_fort,16.44,11,224,BPSK,21.89,29.25,17.16,22.27,2.49220704425327E-07,99.53,OK
Vent_fort,47.07,32,56,BPSK,26.58,35.75,-35.94,0,0.209134212048168,99.92,KO
Vent_fort,32.59,8,224,QPSK,24.18,33.46,-9.88,0,0.0798167014730811,99.96,KO
Vent_fort,30.4,26,224,BPSK,25.1,31.32,-11.89,0,0.233068970877477,99.77,KO
Vent_fort,26.25,38,28,BPSK,24.91,35.82,2.86,9.05,0.212685291045986,99.54,KO
Vent_fort,44.64,18,112,BPSK,24.43,36.21,-39.23,0,0.0628965930098697,95.96,KO
Vent_fort,10.75,13,224,8PSK,20.97,28.27,16.67,20.18,9.54199242217393E-07,99.38,OK
Vent_fort,35.08,8,112,16-QAM,26.82,39.11,-5.99,0,0.0270387094401111,99.54,KO
Vent_fort,27.75,26,14,BPSK,26.07,34.81,1.29,1.49,0.198235525065533,99.05,KO
Vent_fort,20.49,23,112,BPSK,24.55,31.7,11.51,11.7,0.00137006626230753,99.68,KO
Vent_fort,39.6,11,112,16-QAM,24.91,35.8,-27,0,0.145036155256359,99.74,KO
Vent_fort,19.01,23,56,BPSK,21.52,27.04,-1.91,1.78,0.0200170131712981,99.22,KO
Vent_fort,43.5,4,56,QPSK,25.6,37.91,-35.07,0,0.0440039727391011,95.69,KO
Vent_fort,30.14,26,112,16-QAM,24.86,30.48,-17.48,0,0.0741067861026926,99.31,KO
Vent_fort,40.29,32,14,BPSK,25.2,34.32,-31.63,0,0.179889091616964,99.67,KO
Vent_fort,32.11,32,14,16-QAM,25.23,30.38,-14.04,0,0.105574591744903,99.82,KO
Vent_fort,15.18,18,56,QPSK,21.73,27.18,10.39,15.67,2.8084455937876E-06,99.66,Dégradé
Vent_fort,26.55,8,28,QPSK,24.42,31.09,-9.27,0,0.0916278557185562,99.27,KO
Vent_fort,46.99,4,14,16-QAM,24.67,30.18,-44.84,0,0.1905335233972,99.66,KO
Vent_fort,10.72,11,28,256-QAM,20.05,27.98,18.52,28.46,5.31351183081658E-08,99.89,OK
Vent_fort,41.55,4,14,16-QAM,26.02,33.85,-26.1,0,0.0359760717046334,99.3,KO
Vent_fort,15.57,11,112,16-QAM,22.08,29.86,9.11,19,0.000451875719470502,92.97,Dégradé
Vent_fort,19.52,4,14,BPSK,21.8,26.77,3.25,8.44,0.0552461826716999,99.77,KO
Vent_fort,7.84,38,56,16-QAM,20.16,26.19,22.21,28.56,4.19060461555074E-07,99.93,OK
Vent_fort,6.81,32,28,16-QAM,20.59,28.64,23.84,28.52,2.02468214451806E-07,91.88,OK
Vent_fort,14.33,11,224,8PSK,23.71,26.6,14.26,23.75,6.19604447491643E-07,99.82,OK
Vent_fort,9.16,23,56,32-QAM,22.46,25.54,18.89,23.71,5.16859841397734E-07,91.25,OK
Vent_fort,15.88,13,56,16-QAM,20.78,26.54,1.97,4.4,0.0113017122711302,99.05,KO
Vent_fort,42.09,32,14,8PSK,24.16,36.26,-36.27,0,0.0198828313878187,99.66,KO
Vent_fort,48.93,13,56,8PSK,25.95,30.82,-41.77,0,0.0585223872394162,99.88,KO
Vent_fort,15.61,26,112,16-QAM,21.96,27.55,13.63,15.13,1.62512618390725E-05,99.61,Dégradé
Vent_fort,19.48,4,14,16-QAM,21.22,27.99,7.54,8.72,0.0890734717127758,99.29,KO
Vent_fort,26,11,112,16-QAM,25.17,30.71,-2.19,1.32,0.0976560605463815,99.83,KO
Vent_fort,22.8,13,112,QPSK,26.66,33.82,12.56,20.73,3.70103153245234E-07,99.6,OK
Vent_fort,32.22,32,28,QPSK,25.99,38.01,-15.3,0,0.0409867191576437,97.12,KO
Vent_fort,9.52,11,28,16-QAM,20.6,26.78,22.47,22.62,5.40343307519336E-07,99.2,OK
Vent_fort,49.95,38,112,16-QAM,24.24,39.55,-43.36,0,0.0577841516079977,99.59,KO
Vent_fort,26.04,13,14,8PSK,24.04,30.53,-5.13,1.09,0.0943123255031149,99.79,KO
Vent_fort,3.11,18,14,QPSK,19.82,21.2,22.68,27.79,4.22770355239372E-07,99.93,OK
Vent_fort,42.23,18,56,8PSK,24.41,35.06,-34.28,0,0.0821091960724656,99.49,KO
Vent_fort,35.12,13,14,BPSK,25.07,38.08,-17.84,0,0.00249862245040046,99.78,KO
Vent_fort,44.75,6,28,16-QAM,26.3,33.21,-41.15,0,0.037227824237468,94.83,KO
Vent_fort,7.29,4,56,BPSK,20.71,26.81,17.9,21.94,7.42184469300899E-07,90.18,OK
Vent_fort,24.47,6,14,16-QAM,25.88,36.52,6.73,12.88,0.000410279169386094,99.54,Dégradé
Vent_fort,29.61,13,224,QPSK,24.98,30.91,-7.86,0,0.233675267961293,99.39,KO
Vent_fort,32.13,32,112,QPSK,26.49,32.26,-11.94,0,0.161799247522108,99.08,KO
Vent_fort,7.23,11,14,BPSK,22.62,26.71,28.7,31.95,8.04282226119543E-07,99.87,OK
Vent_fort,27.96,18,112,8PSK,25.61,33.85,-9.24,0,0.161240181067817,99.11,KO
Vent_fort,32.87,6,112,QPSK,25.21,35.38,-18.27,0,0.12011626086666,99.8,KO
Vent_fort,7.29,18,112,64-QAM,20.06,25.87,29.81,36.11,2.79182861257307E-07,99.92,OK
Vent_fort,20.49,8,56,BPSK,25.08,31.29,10.9,13.98,0.00239658531007329,99.81,KO
Vent_fort,12.93,38,14,BPSK,20.72,29.44,21.23,25.62,6.68001459278851E-07,99.86,OK
Vent_fort,19.1,38,112,BPSK,20.16,25.41,-3.63,0,0.0887963708765287,95.84,KO
Vent_fort,16.07,13,28,BPSK,23.03,27.43,16.44,23.23,6.58970757085626E-08,99.71,OK
Vent_fort,9.9,23,56,16-QAM,22.64,25.8,26.59,28.59,2.1110231172444E-07,99.77,OK
Vent_fort,7.61,32,14,256-QAM,20.38,28.81,32.63,36.81,8.9790695198243E-07,99.99,OK
Vent_fort,9.36,26,224,BPSK,20.48,28.39,18.04,26.66,1.53925392978839E-07,99.03,OK
Vent_fort,29.48,26,28,16-QAM,26.11,38.47,-9.69,0,0.00782258444764495,95.18,KO
Vent_fort,37.52,13,14,8PSK,25.44,37.19,-26.03,0,0.0568358122254355,93.22,KO
Vent_fort,27.34,11,28,QPSK,24.95,35.13,-10.82,0,0.0842186080053246,96.95,KO
Vent_fort,35.75,11,56,16-QAM,24.17,32.48,-25,0,0.157568775038985,99.57,KO
Vent_fort,4.73,26,14,BPSK,18.41,23.02,25.86,30.93,6.31977414993996E-07,99.98,OK
Vent_fort,44.42,18,28,8PSK,25.01,39.2,-36.71,0,0.0866489218477478,90.6,KO
Vent_fort,44.26,13,28,QPSK,25.11,32.74,-40.38,0,0.00459139541610505,99.76,KO
Vent_fort,22.52,11,224,BPSK,24.61,36.48,7.72,15.5,0.000728787297851061,99.71,Dégradé
Vent_fort,29.19,13,28,QPSK,24.32,37.92,-1.19,8.58,0.0466997971440431,99.94,KO
Vent_fort,49.31,38,56,16-QAM,24.25,30.31,-50.57,0,0.12095008488183,99.53,KO
Vent_fort,11.3,38,14,16-QAM,21.02,27.83,21.98,29.35,4.24762120339977E-07,99.33,OK
Vent_fort,43.88,32,112,16-QAM,25.93,30.84,-35.98,0,0.0433448326039801,99.34,KO
Vent_fort,1.2,26,112,QPSK,18.91,21.24,24.9,27.68,7.31150656539359E-07,99.34,OK
Vent_fort,3.34,26,56,256-QAM,18.22,22.36,32.83,34.9,3.3371208379704E-07,100,OK
Vent_fort,33.62,11,224,BPSK,26.59,35.67,-14.87,0,0.0859270784888293,99.78,KO
Vent_fort,6.59,32,224,8PSK,22.27,26.21,24.14,25.76,5.20817185418728E-07,99.2,OK
Vent_fort,10.51,11,28,BPSK,20.32,26.96,16.53,16.86,0.000999356904839406,99.29,Dégradé
Vent_fort,18.67,26,56,QPSK,22.48,27.3,6.99,16.63,0.000535774973828882,99.08,Dégradé
Vent_fort,37.86,6,224,BPSK,26.79,39,-10.57,0,0.0959650101380575,99.79,KO
Vent_fort,9.75,26,56,16-QAM,20.53,25.67,12.59,19.29,0.000493682797711436,99.06,Dégradé
Vent_fort,45.86,8,224,8PSK,24.95,38.21,-35.39,0,0.163545010626605,99.71,KO
Vent_fort,21.84,4,224,BPSK,26.34,30.79,7.4,7.81,0.1496561167852,99.95,KO
Vent_fort,40.97,4,28,BPSK,26.82,37.74,-24.11,0,0.0339927037540513,99.77,KO
Vent_fort,25.02,11,14,QPSK,25.7,35.04,4.88,13.35,0.0010135717834503,99.76,KO
Vent_fort,20.09,26,28,BPSK,24.37,39.46,10.15,11.66,0.000318934614751529,95.63,Dégradé
Vent_fort,5.35,6,112,BPSK,22.83,25.14,37.16,46.13,6.38492987474316E-07,99.52,OK
Montagneux,43.51,11,112,16-QAM,26.18,39.55,-24.41,0,0.0850520647385472,99.73,KO
Montagneux,40.92,6,224,16-QAM,24.16,34.66,-25.68,0,0.0736171706579105,99.98,KO
Montagneux,46.48,23,112,QPSK,25.76,30.48,-43.11,0,0.141104993312298,99.93,KO
Montagneux,41.74,26,224,16-QAM,25.2,30.36,-36.97,0,0.132663809823846,99.54,KO
Montagneux,9.06,26,14,BPSK,21.9,29.33,21.33,22.11,4.57668338126405E-07,99.36,OK
Montagneux,33.61,8,56,8PSK,26.95,39.45,-12.34,0,0.143241440921751,99.17,KO
Montagneux,35.09,13,56,16-QAM,26.33,36.97,-13.99,0,0.163252416749213,99.58,KO
Montagneux,41.67,13,112,QPSK,24.93,35.77,-37.26,0,0.057126496486526,92.07,KO
Montagneux,43,26,112,BPSK,26.4,37.55,-36.01,0,0.154786835748021,99.3,KO
Montagneux,36.28,4,112,BPSK,24.55,32.65,-19.38,0,0.250530905715456,99.6,KO
Montagneux,27.56,13,224,QPSK,26.22,36.74,0.85,2.5,0.14708561543086,99.5,KO
Montagneux,13.93,4,224,16-QAM,23.23,27.2,20.74,25.58,2.40938154025928E-07,99.84,OK
Montagneux,10.46,6,56,256-QAM,21.27,25.57,24.77,30.48,4.94977593957123E-07,99.78,OK
Montagneux,12.54,32,112,QPSK,20.06,27.65,17.69,21.39,2.01715168415586E-07,99.96,OK
Montagneux,46.43,6,28,8PSK,24.58,35.47,-44.8,0,0.237504480333232,99.77,KO
Montagneux,32.18,23,112,BPSK,24.12,39.64,-8.09,0,0.150840622182476,99.57,KO
Montagneux,49.74,6,28,BPSK,25.97,36.57,-37.35,0,0.0826938956881205,99.87,KO
Montagneux,45.85,26,112,8PSK,25.52,30.11,-49,0,0.2118245083691,99.16,KO
Montagneux,22.98,26,112,16-QAM,25.37,30.16,3.14,5.63,0.136304020938032,99.55,KO
Montagneux,34.28,4,28,8PSK,25.86,30.29,-13.2,0,0.0832006427462851,99.94,KO
Montagneux,30.16,23,224,BPSK,26.68,35.57,-2.8,5.37,0.142019024472128,99.1,KO
Montagneux,42.14,13,28,QPSK,24.75,32.87,-30.24,0,0.110827661352263,99.33,KO
Montagneux,48.92,6,56,BPSK,25.79,36.37,-41.12,0,0.00765909766212349,99.89,KO
Montagneux,30.67,13,28,16-QAM,24.8,32.43,-19.73,0,0.0701518778273457,91.35,KO
Montagneux,3.07,38,28,QPSK,18.1,22.91,25.65,27.75,6.53067887329887E-07,99.34,OK
Montagneux,2.15,70,56,QPSK,17.86,20.85,26.02,31.51,7.67749852275202E-07,99.56,OK
Montagneux,28.57,18,28,8PSK,26.38,35.31,-8.23,0,0.0576133774180406,96.28,KO
Montagneux,21.29,18,14,QPSK,26.09,31.18,9.64,17.2,0.000578983421154689,99.67,Dégradé
Montagneux,11.29,11,14,8PSK,20.74,29.35,27.12,32.18,1.2704290160113E-07,99.79,OK
Montagneux,26.99,13,224,16-QAM,26.12,34.19,2.01,5.89,0.132426869682767,99.6,KO
Montagneux,47.18,18,56,BPSK,26.53,38.91,-39.25,0,0.124797762305827,99.8,KO
Montagneux,23.77,13,224,BPSK,25.66,34.5,-1,4.96,0.0686109157945793,94.18,KO
Montagneux,27.46,18,224,QPSK,24.15,30.5,-5.83,0,0.00583925664936372,99.89,KO
Montagneux,21.18,23,224,BPSK,26.12,31.88,7.21,13.19,0.000282262835480826,99.03,Dégradé
Montagneux,31.93,26,14,QPSK,24.98,35.45,-16.38,0,0.227047126818387,99.94,KO
Montagneux,35.42,26,28,16-QAM,25.52,31.79,-26.73,0,0.0610739347643473,93.13,KO
Montagneux,44.93,4,56,8PSK,24.15,38.99,-41.87,0,0.0186895787566382,90.99,KO
Montagneux,37.04,8,224,QPSK,26.1,39.14,-11.65,0,0.0615791705851487,99.56,KO
Montagneux,34.55,23,56,BPSK,26.53,37.42,-10.67,0,0.15640819548783,99.26,KO
Montagneux,30.4,26,14,QPSK,26.15,36.49,-10.34,0,0.075914508116725,91.66,KO
Montagneux,19.93,38,224,32-QAM,21.76,26.5,6.8,15,0.000188558211812095,99.69,Dégradé
Montagneux,32.27,13,224,BPSK,25.18,38.01,-14.7,0,0.0248243747476062,94.63,KO
Montagneux,35.17,23,224,8PSK,26.39,38.39,-11.26,0,0.047275568940683,99.54,KO
Montagneux,4.49,70,224,QPSK,18.48,20.91,25.56,33.89,5.15297954491243E-07,100,OK
Montagneux,13.7,13,28,32-QAM,20.83,25.96,14.65,15.01,0.000232339709275642,99.86,Dégradé
Montagneux,25.81,18,14,BPSK,26.3,30.93,3.8,7.23,0.083209667326277,99.87,KO
Montagneux,24.82,13,28,8PSK,26.8,36.55,0.61,9.36,0.0352774037259181,94.61,KO
Montagneux,3.48,80,28,16-QAM,19.73,22.37,28.87,38.07,2.61415538509533E-07,99.76,OK
Montagneux,17.5,32,224,BPSK,23.86,29.97,5.41,15.38,0.000516196975838624,94.44,Dégradé
Montagneux,29,32,14,QPSK,24.59,35.47,-10.16,0,0.0649792044360342,94.01,KO
Montagneux,1.26,38,56,BPSK,19.19,22.2,37.15,37.66,2.55679629120098E-10,99.98,OK
Montagneux,40.79,38,28,8PSK,26.51,36.48,-22.57,0,0.153844071052731,99.55,KO
Montagneux,4.35,32,14,QPSK,17.66,20.96,17.55,22.83,3.19089195840895E-07,99.15,OK
Montagneux,47.72,8,14,8PSK,26.49,36.55,-37.71,0,0.0797297910871865,99.9,KO
Montagneux,2.02,26,56,QPSK,19.31,24.01,32.57,38.87,1.86843271372426E-07,99.84,OK
Montagneux,33.87,18,28,BPSK,25.47,36.4,-13.3,0,0.233801117056074,99.68,KO
Montagneux,28.21,18,224,16-QAM,25.3,34.97,3.38,7.31,0.0754943369059961,99.61,KO
Montagneux,3.14,4,28,16-QAM,18.37,22.5,31.44,39.19,2.72367805722058E-07,99.99,OK
Montagneux,31.91,26,112,8PSK,25.71,32.1,-7.78,0,0.0339766151844842,99.85,KO
Montagneux,8.5,8,112,QPSK,21.51,26.02,16.22,18.94,0.000481690087716926,96.81,Dégradé
Montagneux,38.31,32,112,8PSK,24.78,34.27,-19.39,0,0.00439735786590311,99.92,KO
Montagneux,7.93,11,112,16-QAM,22.84,28.97,31.66,35.96,1.4682575458435E-07,99.3,OK
Montagneux,5.88,38,224,64-QAM,20.24,26.24,27.7,29.74,9.14668308777206E-08,99.93,OK
Montagneux,4.14,4,56,16-QAM,19.01,23.16,30.18,38.65,5.55832260221075E-08,99.94,OK
Montagneux,33.17,38,112,8PSK,24.16,35.06,-9.43,0,0.0673936779828434,99.69,KO
Montagneux,29.92,38,14,BPSK,24.68,37.59,-0.31,1.49,0.087467390644725,99.41,KO
Montagneux,36.11,18,14,QPSK,26.05,31.02,-24.81,0,0.156881135179951,99.85,KO
Montagneux,45.53,13,224,8PSK,26.68,32.96,-36.7,0,0.0920119493798664,99.47,KO
Montagneux,10.5,23,14,8PSK,23.58,29.5,26.99,29.79,1.01333623817967E-08,99.43,OK
